,Unnamed: 0,index,article,simpSent,standSent,typeOfMatch,predicted
978,978,1956,Alchemy,"Here , elements of technology , religion , mythology , and Greek philosophy , each with their own much longer histories , combined to form the earliest known records of alchemy in the West .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
979,979,1958,Alchemy,"Here , elements of technology , religion , mythology , and Greek philosophy , each with their own much longer histories , combined to form the earliest known records of alchemy in the West .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
980,980,1960,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
981,981,1962,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,It is the study of transmutation .,0.0,0
982,982,1964,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,It was first studied to learn how to change lead into gold .,0.0,0
983,983,1966,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"It is similar to chemistry , but much older .",0.0,0
984,984,1968,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,People who studied alchemy were called alchemists .,0.0,0
985,985,1970,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
986,986,1972,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
987,987,1974,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
988,988,1976,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
989,989,1978,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
990,990,1980,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
991,991,1982,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
992,992,1984,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Alchemy is not a science any more .,0.0,0
993,993,1986,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
994,994,1988,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
995,995,1990,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
996,996,1992,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
997,997,1994,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
998,998,1996,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
999,999,1998,Alchemy,Zosimos of Panopolis wrote the oldest known books on alchemy while Mary the Jewess is credited as being the first non-fictitious Western alchemist .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1000,1000,2000,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1001,1001,2002,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,It is the study of transmutation .,0.0,0
1002,1002,2004,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,It was first studied to learn how to change lead into gold .,0.0,0
1003,1003,2006,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"It is similar to chemistry , but much older .",0.0,0
1004,1004,2008,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,People who studied alchemy were called alchemists .,0.0,0
1005,1005,2010,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1006,1006,2012,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1007,1007,2014,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1008,1008,2016,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1009,1009,2018,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1010,1010,2020,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1011,1011,2022,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1012,1012,2024,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Alchemy is not a science any more .,0.0,0
1013,1013,2026,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1014,1014,2028,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1015,1015,2030,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1016,1016,2032,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1017,1017,2034,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1018,1018,2036,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1019,1019,2038,Alchemy,They wrote in Greek and lived in Egypt under Roman rule .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1020,1020,2040,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1021,1021,2042,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,It is the study of transmutation .,0.0,0
1022,1022,2044,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,It was first studied to learn how to change lead into gold .,0.0,0
1023,1023,2046,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"It is similar to chemistry , but much older .",0.0,0
1024,1024,2048,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,People who studied alchemy were called alchemists .,0.0,0
1025,1025,2050,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1026,1026,2052,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1027,1027,2054,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1028,1028,2056,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1029,1029,2058,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1030,1030,2060,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1031,1031,2062,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1032,1032,2064,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Alchemy is not a science any more .,0.0,0
1033,1033,2066,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1034,1034,2068,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1035,1035,2070,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1036,1036,2072,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1037,1037,2074,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1038,1038,2076,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1039,1039,2078,Alchemy,Mythology - It is claimed by Zosimos of Panopolis that alchemy dated back to pharaonic Egypt where it was the domain of the priestly class ; there is little or no evidence for such a claim though .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1040,1040,2080,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1041,1041,2082,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",It is the study of transmutation .,0.0,0
1042,1042,2084,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",It was first studied to learn how to change lead into gold .,0.0,0
1043,1043,2086,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","It is similar to chemistry , but much older .",0.0,0
1044,1044,2088,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",People who studied alchemy were called alchemists .,0.0,0
1045,1045,2090,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1046,1046,2092,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1047,1047,2094,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1048,1048,2096,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1049,1049,2098,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1050,1050,2100,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1051,1051,2102,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1052,1052,2104,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Alchemy is not a science any more .,0.0,0
1053,1053,2106,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1054,1054,2108,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1055,1055,2110,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1056,1056,2112,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1057,1057,2114,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1058,1058,2116,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1059,1059,2118,Alchemy,"Alchemical writers used Classical figures from Greek , Roman , and Egyptian mythology to illuminate their works and allegorize alchemical transmutation .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1060,1060,2120,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1061,1061,2122,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",It is the study of transmutation .,0.0,0
1062,1062,2124,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",It was first studied to learn how to change lead into gold .,0.0,0
1063,1063,2126,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","It is similar to chemistry , but much older .",0.0,0
1064,1064,2128,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",People who studied alchemy were called alchemists .,0.0,0
1065,1065,2130,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1066,1066,2132,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1067,1067,2134,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1068,1068,2136,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1069,1069,2138,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1070,1070,2140,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1071,1071,2142,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1072,1072,2144,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Alchemy is not a science any more .,0.0,0
1073,1073,2146,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1074,1074,2148,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1075,1075,2150,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1076,1076,2152,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1077,1077,2154,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1078,1078,2156,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1079,1079,2158,Alchemy,"These included the pantheon of gods related to the Classical planets , Isis , Osiris , Jason , and many others .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1080,1080,2160,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1081,1081,2162,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,It is the study of transmutation .,0.0,0
1082,1082,2164,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,It was first studied to learn how to change lead into gold .,0.0,0
1083,1083,2166,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"It is similar to chemistry , but much older .",0.0,0
1084,1084,2168,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,People who studied alchemy were called alchemists .,0.0,0
1085,1085,2170,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1086,1086,2172,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1087,1087,2174,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1088,1088,2176,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1089,1089,2178,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1090,1090,2180,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1091,1091,2182,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1092,1092,2184,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Alchemy is not a science any more .,0.0,0
1093,1093,2186,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1094,1094,2188,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1095,1095,2190,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1096,1096,2192,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1097,1097,2194,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1098,1098,2196,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1099,1099,2198,Alchemy,The central figure in the mythology of alchemy is Hermes Trismegistus ( or Thrice-Great Hermes ) .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1100,1100,2200,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1101,1101,2202,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,It is the study of transmutation .,0.0,0
1102,1102,2204,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,It was first studied to learn how to change lead into gold .,0.0,0
1103,1103,2206,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"It is similar to chemistry , but much older .",0.0,0
1104,1104,2208,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,People who studied alchemy were called alchemists .,0.0,0
1105,1105,2210,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1106,1106,2212,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1107,1107,2214,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1108,1108,2216,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1109,1109,2218,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1110,1110,2220,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1111,1111,2222,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1112,1112,2224,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Alchemy is not a science any more .,0.0,0
1113,1113,2226,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1114,1114,2228,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1115,1115,2230,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1116,1116,2232,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1117,1117,2234,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1118,1118,2236,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1119,1119,2238,Alchemy,His name is derived from the god Thoth and his Greek counterpart Hermes .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1120,1120,2240,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
