,index,article,simpSent,standSent,typeOfMatch
450,900,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
451,902,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
452,904,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",Alchemy is not a science any more .,0.0
453,906,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .","Some things that the alchemists learned about were important for other sciences , like chemistry .",1.0
454,908,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
455,910,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
456,912,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
457,914,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
458,916,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
459,918,Alchemy,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
460,920,Alchemy,Alchemists contributed distillation to Western Europe .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
461,922,Alchemy,Alchemists contributed distillation to Western Europe .,It is the study of transmutation .,0.0
462,924,Alchemy,Alchemists contributed distillation to Western Europe .,It was first studied to learn how to change lead into gold .,0.0
463,926,Alchemy,Alchemists contributed distillation to Western Europe .,"It is similar to chemistry , but much older .",0.0
464,928,Alchemy,Alchemists contributed distillation to Western Europe .,People who studied alchemy were called alchemists .,0.0
465,930,Alchemy,Alchemists contributed distillation to Western Europe .,Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
466,932,Alchemy,Alchemists contributed distillation to Western Europe .,They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
467,934,Alchemy,Alchemists contributed distillation to Western Europe .,Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
468,936,Alchemy,Alchemists contributed distillation to Western Europe .,The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
469,938,Alchemy,Alchemists contributed distillation to Western Europe .,Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
470,940,Alchemy,Alchemists contributed distillation to Western Europe .,Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
471,942,Alchemy,Alchemists contributed distillation to Western Europe .,"A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
472,944,Alchemy,Alchemists contributed distillation to Western Europe .,Alchemy is not a science any more .,0.0
473,946,Alchemy,Alchemists contributed distillation to Western Europe .,"Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
474,948,Alchemy,Alchemists contributed distillation to Western Europe .,"In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
475,950,Alchemy,Alchemists contributed distillation to Western Europe .,But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
476,952,Alchemy,Alchemists contributed distillation to Western Europe .,This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
477,954,Alchemy,Alchemists contributed distillation to Western Europe .,The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
478,956,Alchemy,Alchemists contributed distillation to Western Europe .,"Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
479,958,Alchemy,Alchemists contributed distillation to Western Europe .,Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
480,960,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
481,962,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",It is the study of transmutation .,0.0
482,964,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",It was first studied to learn how to change lead into gold .,0.0
483,966,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","It is similar to chemistry , but much older .",0.0
484,968,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",People who studied alchemy were called alchemists .,0.0
485,970,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
486,972,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
487,974,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
488,976,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
489,978,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
490,980,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
491,982,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
492,984,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Alchemy is not a science any more .,0.0
493,986,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
494,988,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
495,990,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
496,992,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
497,994,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
498,996,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
499,998,Alchemy,"The attempts of alchemists to arrange information on substances , so as to clarify and anticipate the products of their chemical reactions , resulted in early conceptions of chemical elements and the first rudimentary periodic tables .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
500,1000,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
501,1002,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",It is the study of transmutation .,0.0
502,1004,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",It was first studied to learn how to change lead into gold .,0.0
503,1006,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","It is similar to chemistry , but much older .",0.0
504,1008,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",People who studied alchemy were called alchemists .,0.0
505,1010,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
506,1012,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
507,1014,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
508,1016,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
509,1018,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
510,1020,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
511,1022,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
512,1024,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Alchemy is not a science any more .,0.0
513,1026,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
514,1028,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
515,1030,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
516,1032,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
517,1034,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
518,1036,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
519,1038,Alchemy,"They learned how to extract metals from ores , and how to compose many types of inorganic acids and bases .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
520,1040,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
521,1042,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",It is the study of transmutation .,0.0
522,1044,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",It was first studied to learn how to change lead into gold .,0.0
523,1046,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","It is similar to chemistry , but much older .",0.0
524,1048,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",People who studied alchemy were called alchemists .,0.0
525,1050,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
526,1052,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
527,1054,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
528,1056,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
529,1058,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
530,1060,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
531,1062,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
532,1064,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Alchemy is not a science any more .,0.0
533,1066,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
534,1068,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
535,1070,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
536,1072,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
537,1074,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
538,1076,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
539,1078,Alchemy,"During the 17th century , practical alchemy started to evolve into modern chemistry , as it was renamed by Robert Boyle , the `` father of modern chemistry '' .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
540,1080,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
541,1082,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",It is the study of transmutation .,0.0
542,1084,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",It was first studied to learn how to change lead into gold .,0.0
543,1086,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","It is similar to chemistry , but much older .",0.0
544,1088,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",People who studied alchemy were called alchemists .,0.0
545,1090,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
546,1092,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
547,1094,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
548,1096,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
549,1098,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
550,1100,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
551,1102,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
552,1104,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Alchemy is not a science any more .,0.0
553,1106,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
554,1108,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
555,1110,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
556,1112,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
557,1114,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
558,1116,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
559,1118,Alchemy,"In his book , The Skeptical Chymist , Boyle attacked Paracelsus and the natural philosophy of Aristotle , which was taught at universities .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
560,1120,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
561,1122,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",It is the study of transmutation .,0.0
562,1124,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",It was first studied to learn how to change lead into gold .,0.0
563,1126,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","It is similar to chemistry , but much older .",0.0
564,1128,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",People who studied alchemy were called alchemists .,0.0
565,1130,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
566,1132,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
567,1134,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
568,1136,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
569,1138,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
570,1140,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
571,1142,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
572,1144,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Alchemy is not a science any more .,0.0
573,1146,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
574,1148,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
575,1150,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
576,1152,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
577,1154,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
578,1156,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
579,1158,Alchemy,"However , Boyle 's biographers , in their emphasis that he laid the foundations of modern chemistry , neglect how steadily he clung to the scholastic sciences and to alchemy , in theory , practice and doctrine .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
580,1160,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
581,1162,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",It is the study of transmutation .,0.0
