,article,simpSent,StandSent,typeOfMatch,standSent
323,Atrax,"Adult males , recognized by the modified terminal segment of the palp , will defend themselves vigorously if they feel threatened and tend to wander during the warmer months of the year looking for receptive females for mating .",,0,Next they will bite .
324,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,Next they will bite .
325,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
326,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
327,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
328,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,Next they will bite .
329,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
330,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
331,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
332,Atrax,"One member of the genus Hadronyche , the northern tree funnel-web has also been claimed to cause fatal envenomation but , to date , this lacks the support of a specific medical report .",,0,References .
333,Atrax,"One member of the genus Hadronyche , the northern tree funnel-web has also been claimed to cause fatal envenomation but , to date , this lacks the support of a specific medical report .",,0,By Nancy Cushing and Kevin Markwell .
334,Atrax,Assays of venom from several Hadronyche species have shown it to be similar to Atrax venom .,,1,Spiders of the genus Atrax have very strong venom .
335,Atrax,Assays of venom from several Hadronyche species have shown it to be similar to Atrax venom .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .
336,Atrax,It has been claimed that approximately 10 % to 25 % of bites will produce significant toxicity but the likelihood can not be predicted and all should be treated as potentially life-threatening .,,0,By Nancy Cushing and Kevin Markwell .
337,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,0,Spiders of the genus Atrax have very strong venom .
338,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,1,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .
339,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,0,Next they will bite .
340,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .
341,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,Next they will bite .
342,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,1,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
343,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
344,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
345,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
346,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,1,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
347,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,References .
348,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,Next they will bite .
349,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
350,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
351,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
352,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,Spiders of the genus Atrax have very strong venom .
353,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .
354,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,1,Next they will bite .
355,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
356,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
357,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
358,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,1,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
359,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,References .
360,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,Next they will bite .
361,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
362,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .
363,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .
364,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,Spiders of the genus Atrax have very strong venom .
365,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .
366,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,1,Next they will bite .
367,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .
368,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,It can also be spelled adzuki .
369,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,The bean is grown in East Asia and the Himalayas .
370,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,1,It is often boiled in sugar to make a red bean paste .
371,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,"This paste is used in Chinese , Korean , and Japanese cooking ."
372,Azuki_bean,"The azuki bean ( アズキ （ 小豆 ） , azuki ?",,0,"Azuki bean jam foods are famous in Japan , and they are eaten by many Japanese ."
373,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,0,The azuki bean is a type of reddish-brown colored bean .
374,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,1,It can also be spelled adzuki .
375,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,1,The bean is grown in East Asia and the Himalayas .
379,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,0,It is often boiled in sugar to make a red bean paste .
380,Azuki_bean,"Japanese also has a Chinese loanword , shōzu ( 小豆 ? )",,0,Excavations of Jomon period archaeological sites suggest that people have been eating Azuki beans since the Jomon period .
381,Azuki_bean,"Japanese also has a Chinese loanword , shōzu ( 小豆 ? )",,0,And Azuki seeds were discovered from excavations of Jomon period .
382,Azuki_bean,"Japanese also has a Chinese loanword , shōzu ( 小豆 ? )",,1,"At that time , Azuki beans were called `` shozu '' ."
383,Azuki_bean,"Japanese also has a Chinese loanword , shōzu ( 小豆 ? )",,0,Azuki beans have been grown since the Yayoi period .
384,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,The azuki bean is a type of reddish-brown colored bean .
385,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,It can also be spelled adzuki .
386,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,1,The bean is grown in East Asia and the Himalayas .
387,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,It is often boiled in sugar to make a red bean paste .
388,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,It can also be spelled adzuki .
389,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,The bean is grown in East Asia and the Himalayas .
390,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,1,It is often boiled in sugar to make a red bean paste .
391,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,"This paste is used in Chinese , Korean , and Japanese cooking ."
392,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans are red , so many old people believed Azuki beans were a good luck charm ."
393,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans were used in many events and ceremonies in Japan , China and Korea ."
394,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,1,"In the Edo period , people made rice mixed with Azuki beans ."
395,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,1,This was called `` Sekihan '' and many people gave sekihan at ceremonies .
399,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans were used as medicine , because Azuki beans are nutritious ."
402,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,1,Now many people eat sekihan when there are ceremonies in Japan .
403,Azuki_bean,"In Japan , rice with azuki beans ( 赤飯 ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"In addition Azuki beans are used in many Japanese cakes , Many sweets use Azuki raw materials for the taste and color ."
404,Azuki_bean,"The bean was first unearthed at Awazu-kotei Ruin of Japanese mid Jōmon period in 4000BC , and later it was commonly found on many Jomon ruins in 4000BC to 2000BC in Japan .",,0,Azuki beans have a long and varied history and there are many recipes .
405,Azuki_bean,"The bean was first unearthed at Awazu-kotei Ruin of Japanese mid Jōmon period in 4000BC , and later it was commonly found on many Jomon ruins in 4000BC to 2000BC in Japan .",,0,Azuki beans are very famous red beans in Japan .
406,Azuki_bean,"The bean was first unearthed at Awazu-kotei Ruin of Japanese mid Jōmon period in 4000BC , and later it was commonly found on many Jomon ruins in 4000BC to 2000BC in Japan .",,1,Excavations of Jomon period archaeological sites suggest that people have been eating Azuki beans since the Jomon period .
407,Azuki_bean,"The bean was first unearthed at Awazu-kotei Ruin of Japanese mid Jōmon period in 4000BC , and later it was commonly found on many Jomon ruins in 4000BC to 2000BC in Japan .",,1,And Azuki seeds were discovered from excavations of Jomon period .
411,Azuki_bean,"The bean was first unearthed at Awazu-kotei Ruin of Japanese mid Jōmon period in 4000BC , and later it was commonly found on many Jomon ruins in 4000BC to 2000BC in Japan .",,0,"At that time , Azuki beans were called `` shozu '' ."
412,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,"This paste is used in Chinese , Korean , and Japanese cooking ."
413,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,Azuki beans are eaten in many places in the world .
414,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,1,"Especially , azuki beans are used in sweet meals , snacks and dishes in Japan , China , Korea and Vietnam ."
415,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,Azuki beans have a long and varied history and there are many recipes .
416,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,"Azuki beans were used as medicine , because Azuki beans are nutritious ."
417,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,Now many people eat sekihan when there are ceremonies in Japan .
418,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,1,"In addition Azuki beans are used in many Japanese cakes , Many sweets use Azuki raw materials for the taste and color ."
419,Azuki_bean,"In East Asian cuisine , the azuki bean is commonly eaten sweetened .",,0,So Azuki beans are closely related to Japanese life from ancient times .
420,Azuki_bean,"However in everyday Chinese , the more common terms are hongdou ( 紅豆 ; hóngdòu ) and chidou ( 赤豆 ; chìdòu ) , both meaning `` red bean '' , because almost all Chinese cultivars are uniformly red .",,0,`` Aka '' plus `` zuki '' is `` Azuki '' and this is the origin of Azuki bean 's name .
421,Azuki_bean,"However in everyday Chinese , the more common terms are hongdou ( 紅豆 ; hóngdòu ) and chidou ( 赤豆 ; chìdòu ) , both meaning `` red bean '' , because almost all Chinese cultivars are uniformly red .",,0,Another Azuki beans has many origins .
422,Azuki_bean,"However in everyday Chinese , the more common terms are hongdou ( 紅豆 ; hóngdòu ) and chidou ( 赤豆 ; chìdòu ) , both meaning `` red bean '' , because almost all Chinese cultivars are uniformly red .",,1,"Azuki beans are red , so many old people believed Azuki beans were a good luck charm ."
423,Azuki_bean,"However in everyday Chinese , the more common terms are hongdou ( 紅豆 ; hóngdòu ) and chidou ( 赤豆 ; chìdòu ) , both meaning `` red bean '' , because almost all Chinese cultivars are uniformly red .",,0,"Azuki beans were used in many events and ceremonies in Japan , China and Korea ."
424,Aldeburgh_Festival,"It featured a performance of Albert Herring by the English Opera Group ; Britten 's newly-written St. Nicolas cantata , op .42 ; and performances by Clifford Curzon and the Zorian String Quartet .",,0,"There were poetry readings , drama performances , lectures and art exhibitions ."
425,Aldeburgh_Festival,"It featured a performance of Albert Herring by the English Opera Group ; Britten 's newly-written St. Nicolas cantata , op .42 ; and performances by Clifford Curzon and the Zorian String Quartet .",,0,"The first festival was mostly held in Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street ."
426,Aldeburgh_Festival,"It featured a performance of Albert Herring by the English Opera Group ; Britten 's newly-written St. Nicolas cantata , op .42 ; and performances by Clifford Curzon and the Zorian String Quartet .",,1,"His opera Albert Herring was performed , as well as his St Nicolas Cantata ."
427,Aldeburgh_Festival,"It featured a performance of Albert Herring by the English Opera Group ; Britten 's newly-written St. Nicolas cantata , op .42 ; and performances by Clifford Curzon and the Zorian String Quartet .",,0,Over the years the festival grew .
428,Aldeburgh_Festival,"The festival is now operated by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme ( formerly the Britten-Pears School for Advanced Musical Studies ) , Aldeburgh Residencies - a program offering bespoke training and development opportunities to UK and international artists - as well as an extensive education program .",,0,Only the main walls remained .
429,Aldeburgh_Festival,"The festival is now operated by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme ( formerly the Britten-Pears School for Advanced Musical Studies ) , Aldeburgh Residencies - a program offering bespoke training and development opportunities to UK and international artists - as well as an extensive education program .",,0,"For that year the Festival was moved to other local places , but by the next year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 Festival ."
430,Aldeburgh_Festival,"The festival is now operated by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme ( formerly the Britten-Pears School for Advanced Musical Studies ) , Aldeburgh Residencies - a program offering bespoke training and development opportunities to UK and international artists - as well as an extensive education program .",,1,"The festival is now organized by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme which gives young musicians a chance to learn from famous music teachers and perform in concerts ."
431,Aldeburgh_Festival,"The festival is now operated by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme ( formerly the Britten-Pears School for Advanced Musical Studies ) , Aldeburgh Residencies - a program offering bespoke training and development opportunities to UK and international artists - as well as an extensive education program .",,0,The festival has a nice atmosphere because it is in the country near the sea and marshes .
432,Aldeburgh_Festival,"The Aldeburgh Festival retains a unique character , mostly due to its location in rural Suffolk .",,0,"For that year the Festival was moved to other local places , but by the next year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 Festival ."
433,Aldeburgh_Festival,"The Aldeburgh Festival retains a unique character , mostly due to its location in rural Suffolk .",,0,"The festival is now organized by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme which gives young musicians a chance to learn from famous music teachers and perform in concerts ."
434,Aldeburgh_Festival,"The Aldeburgh Festival retains a unique character , mostly due to its location in rural Suffolk .",,1,The festival has a nice atmosphere because it is in the country near the sea and marshes .
435,Aldeburgh_Festival,"The Aldeburgh Festival retains a unique character , mostly due to its location in rural Suffolk .",,0,New music is often performed .
436,Aldeburgh_Festival,"The lion turns into Oberto 's father , Astolfo , and other people stumble on , `` I was a rock , '' says one , `` I a tree '' says another , and `` I a wave in the ocean ... '' All the humans sing of their relief and joy , and Alcina is forgotten .",,0,Alcina 's world disappears .
437,Aldeburgh_Festival,"The lion turns into Oberto 's father , Astolfo , and other people stumble on , `` I was a rock , '' says one , `` I a tree '' says another , and `` I a wave in the ocean ... '' All the humans sing of their relief and joy , and Alcina is forgotten .",,0,Her victims become humans again .
438,Aldeburgh_Festival,The Aldeburgh Festival is an English arts festival devoted mainly to classical music .,,1,The Aldeburgh Festival is an English arts festival where classical music concerts take place during the summer .
439,Aldeburgh_Festival,The Aldeburgh Festival is an English arts festival devoted mainly to classical music .,,0,Aldeburgh is in Suffolk in the south-east of England .
440,Aldeburgh_Festival,"The new concert hall was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival .",,0,"However , the festival needed a large concert hall ."
441,Aldeburgh_Festival,"The new concert hall was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival .",,0,In the 1960s the old malthouse ( where barley used to be made ) in Snape was changed into a concert hall .
442,Aldeburgh_Festival,"The new concert hall was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival .",,1,"It was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival ."
443,Aldeburgh_Festival,"The new concert hall was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival .",,0,"Two years later , on the first night of the 1969 Festival , the concert hall was destroyed by fire ."
444,Aldeburgh_Festival,"For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 festival .",,0,"Two years later , on the first night of the 1969 Festival , the concert hall was destroyed by fire ."
445,Aldeburgh_Festival,"For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 festival .",,0,Only the main walls remained .
446,Aldeburgh_Festival,"For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 festival .",,1,"For that year the Festival was moved to other local places , but by the next year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 Festival ."
447,Aldeburgh_Festival,"For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 festival .",,0,"The festival is now organized by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme which gives young musicians a chance to learn from famous music teachers and perform in concerts ."
448,Aldeburgh_Festival,"Over the years the festival grew and took in additional venues such as Aldeburgh 's fifteenth-century church of Saint Peter and Saint Paul and venues in nearby Orford , Blythburgh and Framlingham .",,0,"The first festival was mostly held in Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street ."
449,Aldeburgh_Festival,"Over the years the festival grew and took in additional venues such as Aldeburgh 's fifteenth-century church of Saint Peter and Saint Paul and venues in nearby Orford , Blythburgh and Framlingham .",,0,"His opera Albert Herring was performed , as well as his St Nicolas Cantata ."
450,Aldeburgh_Festival,"Over the years the festival grew and took in additional venues such as Aldeburgh 's fifteenth-century church of Saint Peter and Saint Paul and venues in nearby Orford , Blythburgh and Framlingham .",,1,Over the years the festival grew .
451,Aldeburgh_Festival,"Over the years the festival grew and took in additional venues such as Aldeburgh 's fifteenth-century church of Saint Peter and Saint Paul and venues in nearby Orford , Blythburgh and Framlingham .",,1,"Some of the performances took place in the church , or in churches or other halls in nearby villages and small towns such as Orford and Framlingham ."
455,Aldeburgh_Festival,"Over the years the festival grew and took in additional venues such as Aldeburgh 's fifteenth-century church of Saint Peter and Saint Paul and venues in nearby Orford , Blythburgh and Framlingham .",,0,"However , the festival needed a large concert hall ."
456,Aldeburgh_Festival,Only the shell of the outer walls remained .,,0,"It was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival ."
457,Aldeburgh_Festival,Only the shell of the outer walls remained .,,0,"Two years later , on the first night of the 1969 Festival , the concert hall was destroyed by fire ."
458,Aldeburgh_Festival,Only the shell of the outer walls remained .,,1,Only the main walls remained .
459,Aldeburgh_Festival,Only the shell of the outer walls remained .,,0,"For that year the Festival was moved to other local places , but by the next year the hall had been rebuilt and once again it was opened by the Queen , this time at the start of the 1970 Festival ."
460,Aldeburgh_Festival,"It has seen the premières of several works by Britten ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 , The Io Passion in 2004 and The Corridor in 2009 .",,0,The festival has a nice atmosphere because it is in the country near the sea and marshes .
461,Aldeburgh_Festival,"It has seen the premières of several works by Britten ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 , The Io Passion in 2004 and The Corridor in 2009 .",,0,New music is often performed .
462,Aldeburgh_Festival,"It has seen the premières of several works by Britten ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 , The Io Passion in 2004 and The Corridor in 2009 .",,1,In the past there have been first performances of several works by Britten : ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 .
463,Aldeburgh_Festival,"It has seen the premières of several works by Britten ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 , The Io Passion in 2004 and The Corridor in 2009 .",,0,"The Festival 's Artistic Director is now the composer Thomas Adès , who was appointed in 1999 ."
464,Aldeburgh_Festival,"Two years later , on the first night of the 1969 festival , the concert hall was destroyed by fire .",,0,In the 1960s the old malthouse ( where barley used to be made ) in Snape was changed into a concert hall .
465,Aldeburgh_Festival,"Two years later , on the first night of the 1969 festival , the concert hall was destroyed by fire .",,0,"It was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival ."
466,Aldeburgh_Festival,"Two years later , on the first night of the 1969 festival , the concert hall was destroyed by fire .",,1,"Two years later , on the first night of the 1969 Festival , the concert hall was destroyed by fire ."
467,Aldeburgh_Festival,"Two years later , on the first night of the 1969 festival , the concert hall was destroyed by fire .",,0,Only the main walls remained .
468,Aldeburgh_Festival,"The original intention was to provide a home for their opera company , the English Opera Group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .",,0,"Most of the concerts take place in the Maltings , a concert hall in the village of Snape , not far away from Aldeburgh ."
469,Aldeburgh_Festival,"The original intention was to provide a home for their opera company , the English Opera Group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .",,0,"The Festival was started in 1948 by the Benjamin Britten , Peter Pears and the librettist Eric Crozier ."
470,Aldeburgh_Festival,"The original intention was to provide a home for their opera company , the English Opera Group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .",,1,"They started the festival so that the English Opera Group would have a place to perform their operas , but soon the festival became bigger ."
471,Aldeburgh_Festival,"The original intention was to provide a home for their opera company , the English Opera Group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .",,1,"There were poetry readings , drama performances , lectures and art exhibitions ."
475,Aldeburgh_Festival,"The original intention was to provide a home for their opera company , the English Opera Group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .",,0,"The first festival was mostly held in Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street ."
476,Aldeburgh_Festival,"It also continues to emphasise the presentation of new music , new interpretations and the rediscovery of forgotten music .",,0,"The festival is now organized by Aldeburgh Music , which also runs the Britten-Pears Young Artist Programme which gives young musicians a chance to learn from famous music teachers and perform in concerts ."
477,Aldeburgh_Festival,"It also continues to emphasise the presentation of new music , new interpretations and the rediscovery of forgotten music .",,0,The festival has a nice atmosphere because it is in the country near the sea and marshes .
478,Aldeburgh_Festival,"It also continues to emphasise the presentation of new music , new interpretations and the rediscovery of forgotten music .",,1,New music is often performed .
479,Aldeburgh_Festival,"It also continues to emphasise the presentation of new music , new interpretations and the rediscovery of forgotten music .",,0,In the past there have been first performances of several works by Britten : ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 .
480,Aldeburgh_Festival,"The first festival was held from the 5 June 1948 to the 13 June 1948 and used the Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street , as its main venue .",,0,"They started the festival so that the English Opera Group would have a place to perform their operas , but soon the festival became bigger ."
481,Aldeburgh_Festival,"The first festival was held from the 5 June 1948 to the 13 June 1948 and used the Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street , as its main venue .",,0,"There were poetry readings , drama performances , lectures and art exhibitions ."
482,Aldeburgh_Festival,"The first festival was held from the 5 June 1948 to the 13 June 1948 and used the Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street , as its main venue .",,1,"The first festival was mostly held in Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street ."
